thresh,auprc,auroc
0.75,0.9192857753207121,0.9745959357277882
0.8,0.9138023626836721,0.9736389413988658
0.85,0.9206220050165796,0.9752681947069943
0.9,0.9187793107427881,0.9735952268431002
0.925,0.9167266587630827,0.97335952268431
0.95,0.9281321023097735,0.9731758034026464
0.975,0.9571317087839928,0.9753833884688091
0.99,0.9666861778320438,0.9761040879017013
