auprc,auroc,thresh
0.6628435883061753,0.9061655283503075,0.75
0.5935257663563152,0.8823866110394528,0.8
0.5319450655437059,0.8574016614670009,0.85
0.47685895142647344,0.8264853079286949,0.9
0.4491762584901619,0.8097759301294255,0.925
0.4120612497551006,0.7919073253992428,0.95
0.33444774833625907,0.7519118192199417,0.975
0.2433069268772304,0.6641900460604081,0.99
