thresh,auprc,auroc
0.75,0.9335527948996579,0.9762603379017014
0.8,0.9349811188617343,0.9756651701323251
0.85,0.9315155113564172,0.9739600070888468
0.9,0.933625885638729,0.9739047731568997
0.925,0.9402038194942126,0.9748546786389414
0.95,0.9420345457316481,0.9743501890359169
0.975,0.9567128959771032,0.9735408790170132
0.99,0.954896090843619,0.9718918360113422
