thresh,auprc,auroc
0.75,0.7511093099878282,0.7991160460465434
0.8,0.7068772951306277,0.7590636592462296
0.85,0.5514590523124819,0.46608031291929175
0.9,0.47726736302287776,0.28266980404837166
0.925,0.4776022206699438,0.3188876692584095
0.95,0.5178926075907001,0.47309486264570305
0.975,0.5820708532764667,0.7543135004938915
0.99,0.5559347807218421,0.6707159232315478
