thresh,auprc,auroc
0.75,0.704213527349532,0.8790343439759825
0.8,0.6633766077113757,0.8548196100102629
0.85,0.5985419569318197,0.7977867763358841
0.9,0.5655429746967109,0.7652897229121178
0.925,0.5592033447205661,0.7549000938515742
0.95,0.5616732686713325,0.7562826243096175
0.975,0.5685903276711435,0.7125143230214306
0.99,0.5293914286372051,0.6347577514565154
