thresh,auprc,auroc
0.75,0.9705572774044817,0.984102079395085
0.8,0.9706765185458115,0.984352551984877
0.85,0.9705889094375356,0.9844009924385633
0.9,0.9700393333649231,0.9839992911153119
0.925,0.9694056582322693,0.983523156899811
0.95,0.9681478908735714,0.962218513705104
0.975,0.9661905450965054,0.9808580458412097
0.99,0.9646084781981762,0.9602368856332704
