auprc,auroc,thresh
0.5636557016201504,0.7689021951078637,0.75
0.562191300369907,0.7626475610655278,0.8
0.5591372821089273,0.7482152888947853,0.85
0.549637142297472,0.7087253252878077,0.9
0.5412371625755495,0.6743033036039996,0.925
0.5296811289887453,0.6277698699370027,0.95
0.5156618756895441,0.5700271465867763,0.975
0.5083498128157121,0.5363383660746106,0.99
