auprc,auroc,thresh
0.6243175624698509,0.8944806072377295,0.75
0.5468163296195719,0.8643126340235,0.8
0.4660761193151422,0.8254748141534431,0.85
0.3765036556681825,0.768976293203776,0.9
0.3305584291584018,0.730704425382297,0.925
0.27239030930331276,0.6838460430549543,0.95
0.21451431424261508,0.6261023883569116,0.975
0.17329992131428032,0.5706261063551771,0.99
