auprc,auroc,thresh
0.9282202085102422,0.9389639059546313,0.75
0.9231060193341124,0.9337709711720226,0.8
0.916585712979557,0.9281506379962192,0.85
0.9044782309223613,0.9147561732041588,0.9
0.8890030973756067,0.8978488598771266,0.925
0.8646077771406514,0.8692839969281664,0.95
0.7951754145157067,0.7882757266068052,0.975
0.7138757344994704,0.6943636873818526,0.99
