auprc,auroc,thresh
0.6306689597372594,0.9119474145841677,0.75
0.5636082151673678,0.8862876235661451,0.8
0.4864741170506566,0.8507655729592463,0.85
0.3971032220514545,0.7975112339747171,0.9
0.34460894569606915,0.7593908682883639,0.925
0.2880401235996496,0.7105797901680273,0.95
0.2264476975064841,0.647200097657601,0.975
0.17984229942147167,0.5959209762366557,0.99
