thresh,auprc,auroc
0.75,0.9019144472572358,0.9736850227700725
0.8,0.8883809301115094,0.9694731599968763
0.85,0.8717500634041633,0.9619123689088003
0.9,0.8239104016020898,0.9446257415628216
0.925,0.7658046742905984,0.9267404919052233
0.95,0.6465091500850224,0.8962631405132164
0.975,0.5363980866572248,0.8466420593476082
0.99,0.49511891343515146,0.8288620110570069
