auprc,auroc,thresh
0.9632867141085919,0.9759115075614367,0.75
0.9618656923807837,0.973992320415879,0.8
0.9582264906986527,0.9699524161153119,0.85
0.9504397536570485,0.9616083116729678,0.9
0.9428029992595048,0.9532445947542533,0.925
0.928098777854486,0.9387952800094519,0.95
0.8676191857204618,0.8791890063799622,0.975
0.7890281131180782,0.8016896561909264,0.99
