thresh,auprc,auroc
0.75,0.9594762715258567,0.9829052457466918
0.8,0.9588271830770572,0.980203213610586
0.85,0.9593141505553011,0.9778615311909262
0.9,0.9569639420863554,0.9747294423440453
0.925,0.9631113485241709,0.974327150283554
0.95,0.9632163954706268,0.9737358223062382
0.975,0.9664120669518724,0.9732927693761815
0.99,0.91356859090931,0.9150735467863895
