thresh,auprc,auroc
0.75,0.8615174198522577,0.9590717233733619
0.8,0.8510707374043716,0.9555449063682698
0.85,0.8330866167527277,0.9501800383478408
0.9,0.777713352248724,0.9350345203603945
0.925,0.7351736186952617,0.9199861672188185
0.95,0.657656242692305,0.8973456306309961
0.975,0.5280023611847845,0.8709790455086411
0.99,0.475033668482006,0.8368225947149475
