auprc,auroc,thresh
0.9554078449688838,0.9679639059546314,0.75
0.953035851620632,0.9658760633270322,0.8
0.9492522187582765,0.9622703213610586,0.85
0.9395049487662526,0.951937706758034,0.9
0.9274923929729588,0.939281722589792,0.925
0.9053170773868482,0.9160519258034027,0.95
0.8279105572223158,0.8300184014650283,0.975
0.7359205074505832,0.7270333766540642,0.99
