auprc,auroc,thresh
0.45252698320414053,0.843984490431834,0.75
0.410550921474084,0.8215929270164999,0.8
0.35676780188963153,0.7910473778091041,0.85
0.3022443268876998,0.7471398336894484,0.9
0.2827540624629441,0.7245526460026314,0.925
0.2552273624312921,0.6949619481716109,0.95
0.2086363544334157,0.6263257377913332,0.975
0.17393756369605692,0.5739626811460445,0.99
