auprc,auroc,thresh
0.5484526742433096,0.6755445396468043,0.75
0.5375583305500266,0.6422700600698839,0.8
0.5276449703391143,0.6084819600341776,0.85
0.5182983066301473,0.5745739350393755,0.9
0.5140231460523138,0.5578317322740708,0.925
0.5100441917718254,0.5418165050810417,0.95
0.5042451830317675,0.5163645979385275,0.975
0.5021191802339133,0.5076218346952868,0.99
