thresh,auprc,auroc
0.75,0.8647125174838393,0.9390913302322046
0.8,0.8515304285432562,0.9341297212737945
0.85,0.8304721140949025,0.9175726307267447
0.9,0.7686578033469917,0.9005786095595832
0.925,0.7026468109744722,0.8644670166855431
0.95,0.5971646232441137,0.8078966192530464
0.975,0.48690781829671764,0.7590125746576589
0.99,0.44434022173227805,0.7326004802425553
