auprc,auroc,thresh
0.6196489738818959,0.9220619672442902,0.75
0.5677252719332474,0.8997467327859067,0.8
0.5332310983617279,0.8779427337894322,0.85
0.49473544107223166,0.8604226232804046,0.9
0.47392500344258287,0.8528619834425271,0.925
0.4380207949780166,0.8312460635421622,0.95
0.36436823798222717,0.78400557016059,0.975
0.294084126166099,0.7215488992826791,0.99
